Kanji°,WaniKani Level°,JLPT°,Joyo Grade¤,Main Freq Rank°,Main Freq Group°,Wiki Freq (2023)†,News Freq (2023)†
維,WaniKani::L36,JLPT::N1,JoyoGrade::XX,643,Freq::F2,1024,948
富,WaniKani::L31,JLPT::N3,JoyoGrade::XX,644,Freq::F2,534,540
浜,WaniKani::L28,JLPT::N1,JoyoGrade::XX,645,Freq::F2,491,457
父,WaniKani::L03,JLPT::N5,JoyoGrade::XX,646,Freq::F2,416,767
遺,WaniKani::L36,JLPT::N1,JoyoGrade::XX,647,Freq::F2,670,350
彼,WaniKani::L12,JLPT::N3,JoyoGrade::XX,648,Freq::F2,285,1143
般,WaniKani::L36,JLPT::N2,JoyoGrade::XX,649,Freq::F2,591,842
未,WaniKani::L07,JLPT::N3,JoyoGrade::XX,650,Freq::F2,588,483
塁,WaniKani::L37,JLPT::N1,JoyoGrade::XX,651,Freq::F2,959,748
貿,WaniKani::L36,JLPT::N2,JoyoGrade::XX,652,Freq::F2,1511,1785
講,WaniKani::L35,JLPT::N2,JoyoGrade::XX,653,Freq::F2,597,1045
邦,WaniKani::L39,JLPT::N1,JoyoGrade::XX,654,Freq::F2,785,828
舞,WaniKani::L36,JLPT::N3,JoyoGrade::XX,655,Freq::F2,579,914
林,WaniKani::L05,JLPT::N2,JoyoGrade::XX,656,Freq::F2,494,633
装,WaniKani::L33,JLPT::N2,JoyoGrade::XX,657,Freq::F2,327,487
諸,WaniKani::L33,JLPT::N2,JoyoGrade::XX,658,Freq::F2,763,670
夏,WaniKani::L07,JLPT::N4,JoyoGrade::XX,659,Freq::F2,665,589
素,WaniKani::L21,JLPT::N1,JoyoGrade::XX,660,Freq::F2,538,968
亡,WaniKani::L06,JLPT::N3,JoyoGrade::XX,661,Freq::F2,736,195
劇,WaniKani::L17,JLPT::N2,JoyoGrade::XX,662,Freq::F2,378,949
河,WaniKani::L26,JLPT::N2,JoyoGrade::XX,663,Freq::F2,405,567
遣,WaniKani::L37,JLPT::N1,JoyoGrade::XX,664,Freq::F2,1088,741
航,WaniKani::L29,JLPT::N2,JoyoGrade::XX,665,Freq::F2,507,415
抗,WaniKani::L37,JLPT::N1,JoyoGrade::XX,666,Freq::F2,824,702
冷,WaniKani::L28,JLPT::N3,JoyoGrade::XX,667,Freq::F2,1053,1131
模,WaniKani::L25,JLPT::N1,JoyoGrade::XX,668,Freq::F2,672,462
雄,WaniKani::L29,JLPT::N1,JoyoGrade::XX,669,Freq::F2,552,811
適,WaniKani::L30,JLPT::N3,JoyoGrade::XX,670,Freq::F2,862,751
婦,WaniKani::L28,JLPT::N3,JoyoGrade::XX,671,Freq::F2,1026,1083
鉄,WaniKani::L10,JLPT::N2,JoyoGrade::XX,672,Freq::F2,201,323
寄,WaniKani::L29,JLPT::N3,JoyoGrade::XX,673,Freq::F2,720,773
益,WaniKani::L28,JLPT::N1,JoyoGrade::XX,674,Freq::F2,1057,896
込,WaniKani::L32,JLPT::N3,JoyoGrade::XX,675,Freq::F2,425,306
顔,WaniKani::L10,JLPT::N3,JoyoGrade::XX,676,Freq::F2,946,1104
緊,WaniKani::L29,JLPT::N1,JoyoGrade::XX,677,Freq::F2,1358,620
類,WaniKani::L18,JLPT::N3,JoyoGrade::XX,678,Freq::F2,397,714
児,WaniKani::L28,JLPT::N2,JoyoGrade::XX,679,Freq::F2,636,316
余,WaniKani::L20,JLPT::N3,JoyoGrade::XX,680,Freq::F2,1023,961
禁,WaniKani::L18,JLPT::N2,JoyoGrade::XX,681,Freq::F2,968,575
印,WaniKani::L26,JLPT::N2,JoyoGrade::XX,682,Freq::F2,838,913
逆,WaniKani::L28,JLPT::N2,JoyoGrade::XX,683,Freq::F2,907,886
王,WaniKani::L02,JLPT::N3,JoyoGrade::XX,684,Freq::F2,168,436
返,WaniKani::L09,JLPT::N3,JoyoGrade::XX,685,Freq::F2,771,534
標,WaniKani::L13,JLPT::N1,JoyoGrade::XX,686,Freq::F2,682,761
換,WaniKani::L36,JLPT::N2,JoyoGrade::XX,687,Freq::F2,704,822
久,WaniKani::L32,JLPT::N2,JoyoGrade::XX,688,Freq::F2,414,668
短,WaniKani::L12,JLPT::N2,JoyoGrade::XX,689,Freq::F2,633,910
油,WaniKani::L35,JLPT::N2,JoyoGrade::XX,690,Freq::F2,1062,726
妻,WaniKani::L20,JLPT::N3,JoyoGrade::XX,691,Freq::F2,713,885
暴,WaniKani::L19,JLPT::N2,JoyoGrade::XX,692,Freq::F2,945,504
輪,WaniKani::L13,JLPT::N2,JoyoGrade::XX,693,Freq::F2,780,573
占,WaniKani::L26,JLPT::N2,JoyoGrade::XX,694,Freq::F2,937,993
宣,WaniKani::L33,JLPT::N1,JoyoGrade::XX,695,Freq::F2,851,695
背,WaniKani::L30,JLPT::N3,JoyoGrade::XX,696,Freq::F2,811,990
昭,WaniKani::L37,JLPT::N1,JoyoGrade::XX,697,Freq::F2,177,1018
廃,WaniKani::L36,JLPT::N1,JoyoGrade::XX,698,Freq::F2,522,614
植,WaniKani::L12,JLPT::N2,JoyoGrade::XX,699,Freq::F2,710,960
熱,WaniKani::L13,JLPT::N3,JoyoGrade::XX,700,Freq::F2,798,570
宿,WaniKani::L13,JLPT::N3,JoyoGrade::XX,701,Freq::F2,732,909
薬,WaniKani::L17,JLPT::N3,JoyoGrade::XX,702,Freq::F2,684,723
伊,WaniKani::L47,JLPT::N1,JoyoGrade::XX,703,Freq::F2,441,648
江,WaniKani::L29,JLPT::N1,JoyoGrade::XX,704,Freq::F2,362,638
清,WaniKani::L28,JLPT::N2,JoyoGrade::XX,705,Freq::F2,544,701
習,WaniKani::L10,JLPT::N4,JoyoGrade::XX,706,Freq::F2,685,843
険,WaniKani::L16,JLPT::N3,JoyoGrade::XX,707,Freq::F2,807,753
頼,WaniKani::L36,JLPT::N3,JoyoGrade::XX,708,Freq::F2,810,950
僚,WaniKani::L29,JLPT::N1,JoyoGrade::XX,709,Freq::F2,1281,1011
覚,WaniKani::L17,JLPT::N3,JoyoGrade::XX,710,Freq::F2,820,547
吉,WaniKani::L44,JLPT::N1,JoyoGrade::XX,711,Freq::F2,355,568
盛,WaniKani::L33,JLPT::N1,JoyoGrade::XX,712,Freq::F2,871,959
船,WaniKani::L07,JLPT::N3,JoyoGrade::XX,713,Freq::F2,438,522
倍,WaniKani::L12,JLPT::N2,JoyoGrade::XX,714,Freq::F2,1081,684
均,WaniKani::L31,JLPT::N2,JoyoGrade::XX,715,Freq::F2,1049,974
億,WaniKani::L13,JLPT::N2,JoyoGrade::XX,716,Freq::F2,1013,318
途,WaniKani::L27,JLPT::N3,JoyoGrade::XX,717,Freq::F2,841,890
圧,WaniKani::L20,JLPT::N2,JoyoGrade::XX,718,Freq::F2,799,666
芸,WaniKani::L14,JLPT::N2,JoyoGrade::XX,719,Freq::F2,510,784
許,WaniKani::L18,JLPT::N3,JoyoGrade::XX,720,Freq::F2,817,612
皇,WaniKani::L33,JLPT::N1,JoyoGrade::XX,721,Freq::F2,557,621
臨,WaniKani::L37,JLPT::N1,JoyoGrade::XX,722,Freq::F2,977,859
踏,WaniKani::L36,JLPT::N1,JoyoGrade::XX,723,Freq::F2,1231,956
駅,WaniKani::L13,JLPT::N4,JoyoGrade::XX,724,Freq::F2,112,253
署,WaniKani::L17,JLPT::N2,JoyoGrade::XX,725,Freq::F2,966,426
抜,WaniKani::L25,JLPT::N3,JoyoGrade::XX,726,Freq::F2,786,729
壊,WaniKani::L29,JLPT::N1,JoyoGrade::XX,727,Freq::F2,789,739
債,WaniKani::L36,JLPT::N1,JoyoGrade::XX,728,Freq::F2,1395,977
便,WaniKani::L11,JLPT::N3,JoyoGrade::XX,729,Freq::F2,661,641
伸,WaniKani::L36,JLPT::N2,JoyoGrade::XX,730,Freq::F2,962,1005
留,WaniKani::L16,JLPT::N3,JoyoGrade::XX,731,Freq::F2,643,768
罪,WaniKani::L20,JLPT::N3,JoyoGrade::XX,732,Freq::F2,865,516
停,WaniKani::L23,JLPT::N2,JoyoGrade::XX,733,Freq::F2,621,352
興,WaniKani::L32,JLPT::N1,JoyoGrade::XX,734,Freq::F2,595,780
爆,WaniKani::L37,JLPT::N2,JoyoGrade::XX,735,Freq::F2,795,484
陸,WaniKani::L31,JLPT::N2,JoyoGrade::XX,736,Freq::F2,403,259
玉,WaniKani::L02,JLPT::N2,JoyoGrade::XX,737,Freq::F2,627,551
源,WaniKani::L34,JLPT::N1,JoyoGrade::XX,738,Freq::F2,635,155
儀,WaniKani::L41,JLPT::N1,JoyoGrade::XX,739,Freq::F2,1116,1040
波,WaniKani::L11,JLPT::N2,JoyoGrade::XX,740,Freq::F2,505,425
創,WaniKani::L26,JLPT::N1,JoyoGrade::XX,741,Freq::F2,520,833
障,WaniKani::L26,JLPT::N1,JoyoGrade::XX,742,Freq::F2,853,606
継,WaniKani::L36,JLPT::N1,JoyoGrade::XX,743,Freq::F2,435,505
筋,WaniKani::L33,JLPT::N1,JoyoGrade::XX,744,Freq::F2,1110,1200
狙,WaniKani::L37,JLPT::XX,JoyoGrade::XX,745,Freq::F2,1345,1180
帯,WaniKani::L31,JLPT::N2,JoyoGrade::XX,746,Freq::F2,585,437
延,WaniKani::L30,JLPT::N2,JoyoGrade::XX,747,Freq::F2,708,555
羽,WaniKani::L05,JLPT::N2,JoyoGrade::XX,748,Freq::F2,766,747
努,WaniKani::L11,JLPT::N3,JoyoGrade::XX,749,Freq::F2,1545,1111
固,WaniKani::L14,JLPT::N2,JoyoGrade::XX,750,Freq::F2,952,982
闘,WaniKani::L37,JLPT::N1,JoyoGrade::XX,751,Freq::F2,548,899
精,WaniKani::L28,JLPT::N3,JoyoGrade::XX,752,Freq::F2,702,966
則,WaniKani::L23,JLPT::N2,JoyoGrade::XX,753,Freq::F2,854,825
葬,WaniKani::L37,JLPT::N1,JoyoGrade::XX,754,Freq::F2,1313,1132
乱,WaniKani::L19,JLPT::N2,JoyoGrade::XX,755,Freq::F2,784,800
避,WaniKani::L38,JLPT::N1,JoyoGrade::XX,756,Freq::F2,965,640
普,WaniKani::L31,JLPT::N2,JoyoGrade::XX,757,Freq::F2,772,980
散,WaniKani::L31,JLPT::N3,JoyoGrade::XX,758,Freq::F2,822,760
司,WaniKani::L15,JLPT::N1,JoyoGrade::XX,759,Freq::F2,419,596
康,WaniKani::L27,JLPT::N1,JoyoGrade::XX,760,Freq::F2,776,849
測,WaniKani::L35,JLPT::N2,JoyoGrade::XX,761,Freq::F2,856,473
豊,WaniKani::L25,JLPT::N2,JoyoGrade::XX,762,Freq::F2,610,903
洋,WaniKani::L11,JLPT::N4,JoyoGrade::XX,763,Freq::F2,473,481
静,WaniKani::L18,JLPT::N3,JoyoGrade::XX,764,Freq::F2,755,709
善,WaniKani::L19,JLPT::N1,JoyoGrade::XX,765,Freq::F2,883,936
逮,WaniKani::L25,JLPT::N1,JoyoGrade::XX,766,Freq::F2,1352,211
婚,WaniKani::L30,JLPT::N3,JoyoGrade::XX,767,Freq::F2,641,734
厚,WaniKani::L20,JLPT::N2,JoyoGrade::XX,768,Freq::F2,1018,651
喜,WaniKani::L17,JLPT::N3,JoyoGrade::XX,769,Freq::F2,868,758
齢,WaniKani::L38,JLPT::N2,JoyoGrade::XX,770,Freq::F2,1128,905
囲,WaniKani::L14,JLPT::N2,JoyoGrade::XX,771,Freq::F2,733,921
卒,WaniKani::L14,JLPT::N2,JoyoGrade::XX,772,Freq::F2,589,986
迫,WaniKani::L27,JLPT::N1,JoyoGrade::XX,773,Freq::F2,1195,969
略,WaniKani::L29,JLPT::N2,JoyoGrade::XX,774,Freq::F2,608,1136
承,WaniKani::L34,JLPT::N2,JoyoGrade::XX,775,Freq::F2,832,680
浮,WaniKani::L30,JLPT::N3,JoyoGrade::XX,776,Freq::F2,1149,1285
惑,WaniKani::L27,JLPT::N1,JoyoGrade::XX,777,Freq::F2,976,650
崩,WaniKani::L37,JLPT::N1,JoyoGrade::XX,778,Freq::F2,1152,727
順,WaniKani::L19,JLPT::N2,JoyoGrade::XX,779,Freq::F2,775,759
紀,WaniKani::L15,JLPT::N1,JoyoGrade::XX,780,Freq::F2,354,744
聴,WaniKani::L37,JLPT::N1,JoyoGrade::XX,781,Freq::F2,1029,595
脱,WaniKani::L22,JLPT::N1,JoyoGrade::XX,782,Freq::F2,840,653
旅,WaniKani::L12,JLPT::N4,JoyoGrade::XX,783,Freq::F2,598,755
絶,WaniKani::L25,JLPT::N3,JoyoGrade::XX,784,Freq::F2,790,868
級,WaniKani::L11,JLPT::N1,JoyoGrade::XX,785,Freq::F2,401,764
幸,WaniKani::L16,JLPT::N3,JoyoGrade::XX,786,Freq::F2,697,873
岩,WaniKani::L15,JLPT::N2,JoyoGrade::XX,787,Freq::F2,516,520
練,WaniKani::L13,JLPT::N2,JoyoGrade::XX,788,Freq::F2,860,883
押,WaniKani::L30,JLPT::N3,JoyoGrade::XX,789,Freq::F2,1038,851
軽,WaniKani::L10,JLPT::N2,JoyoGrade::XX,790,Freq::F2,909,717
倒,WaniKani::L20,JLPT::N3,JoyoGrade::XX,791,Freq::F2,816,632
了,WaniKani::L10,JLPT::N2,JoyoGrade::XX,792,Freq::F2,539,499
庁,WaniKani::L24,JLPT::N2,JoyoGrade::XX,793,Freq::F2,747,163
博,WaniKani::L28,JLPT::N1,JoyoGrade::XX,794,Freq::F2,484,645
城,WaniKani::L23,JLPT::N2,JoyoGrade::XX,795,Freq::F2,282,503
患,WaniKani::L37,JLPT::N2,JoyoGrade::XX,796,Freq::F2,1157,907
締,WaniKani::L27,JLPT::N1,JoyoGrade::XX,797,Freq::F2,842,712
等,WaniKani::L18,JLPT::N3,JoyoGrade::XX,798,Freq::F2,192,320
救,WaniKani::L31,JLPT::N1,JoyoGrade::XX,799,Freq::F2,843,625
執,WaniKani::L37,JLPT::N1,JoyoGrade::XX,800,Freq::F2,849,878
層,WaniKani::L24,JLPT::N2,JoyoGrade::XX,801,Freq::F2,904,1139
版,WaniKani::L30,JLPT::N2,JoyoGrade::XX,802,Freq::F2,149,419
老,WaniKani::L11,JLPT::N3,JoyoGrade::XX,803,Freq::F2,858,1059
令,WaniKani::L11,JLPT::N2,JoyoGrade::XX,804,Freq::F2,521,563
角,WaniKani::L05,JLPT::N2,JoyoGrade::XX,805,Freq::F2,615,1086
絡,WaniKani::L19,JLPT::N2,JoyoGrade::XX,806,Freq::F2,1166,793
損,WaniKani::L34,JLPT::N2,JoyoGrade::XX,807,Freq::F2,1094,691
房,WaniKani::L38,JLPT::N1,JoyoGrade::XX,808,Freq::F2,667,1036
募,WaniKani::L37,JLPT::N2,JoyoGrade::XX,809,Freq::F2,1160,711
曲,WaniKani::L06,JLPT::N3,JoyoGrade::XX,810,Freq::F2,113,853
撤,WaniKani::L41,JLPT::N1,JoyoGrade::XX,811,Freq::F2,1133,752
裏,WaniKani::L33,JLPT::N2,JoyoGrade::XX,812,Freq::F2,913,981
払,WaniKani::L15,JLPT::N3,JoyoGrade::XX,813,Freq::F2,1118,703
削,WaniKani::L37,JLPT::N1,JoyoGrade::XX,814,Freq::F2,1268,882
密,WaniKani::L32,JLPT::N1,JoyoGrade::XX,815,Freq::F2,762,942
庭,WaniKani::L12,JLPT::N3,JoyoGrade::XX,816,Freq::F2,897,1162
徒,WaniKani::L19,JLPT::N3,JoyoGrade::XX,817,Freq::F2,696,669
措,WaniKani::L41,JLPT::N1,JoyoGrade::XX,818,Freq::F2,1564,1095
仏,WaniKani::L15,JLPT::N2,JoyoGrade::XX,819,Freq::F2,911,1225
績,WaniKani::L32,JLPT::N2,JoyoGrade::XX,820,Freq::F2,613,787
築,WaniKani::L22,JLPT::N2,JoyoGrade::XX,821,Freq::F2,616,938
貨,WaniKani::L31,JLPT::N2,JoyoGrade::XX,822,Freq::F2,885,1035
志,WaniKani::L32,JLPT::N1,JoyoGrade::XX,823,Freq::F2,535,874
混,WaniKani::L19,JLPT::N2,JoyoGrade::XX,824,Freq::F2,1002,813
載,WaniKani::L24,JLPT::N1,JoyoGrade::XX,825,Freq::F2,399,577
昇,WaniKani::L27,JLPT::N2,JoyoGrade::XX,826,Freq::F2,793,692
池,WaniKani::L08,JLPT::N2,JoyoGrade::XX,827,Freq::F2,663,776
陣,WaniKani::L37,JLPT::N1,JoyoGrade::XX,828,Freq::F2,1008,1016
我,WaniKani::L26,JLPT::N1,JoyoGrade::XX,829,Freq::F2,1022,894
勤,WaniKani::L34,JLPT::N3,JoyoGrade::XX,830,Freq::F2,943,808
為,WaniKani::L35,JLPT::N1,JoyoGrade::XX,831,Freq::F2,767,615
血,WaniKani::L06,JLPT::N2,JoyoGrade::XX,832,Freq::F2,742,826
遅,WaniKani::L35,JLPT::N3,JoyoGrade::XX,833,Freq::F2,1167,706
抑,WaniKani::L38,JLPT::N1,JoyoGrade::XX,834,Freq::F2,1309,1080
幕,WaniKani::L34,JLPT::N1,JoyoGrade::XX,835,Freq::F2,717,535
居,WaniKani::L25,JLPT::N3,JoyoGrade::XX,836,Freq::F2,647,835
染,WaniKani::L32,JLPT::N1,JoyoGrade::XX,837,Freq::F2,889,482
温,WaniKani::L12,JLPT::N2,JoyoGrade::XX,838,Freq::F2,744,687
雑,WaniKani::L32,JLPT::N3,JoyoGrade::XX,839,Freq::F2,803,1058
招,WaniKani::L27,JLPT::N3,JoyoGrade::XX,840,Freq::F2,1105,925
奈,WaniKani::L36,JLPT::N1,JoyoGrade::XX,841,Freq::F2,527,476
季,WaniKani::L14,JLPT::N2,JoyoGrade::XX,842,Freq::F2,997,736
困,WaniKani::L20,JLPT::N3,JoyoGrade::XX,843,Freq::F2,1210,1015
星,WaniKani::L06,JLPT::N2,JoyoGrade::XX,844,Freq::F2,360,445
傷,WaniKani::L32,JLPT::N1,JoyoGrade::XX,845,Freq::F2,872,349
永,WaniKani::L32,JLPT::N2,JoyoGrade::XX,846,Freq::F2,606,900
択,WaniKani::L38,JLPT::N1,JoyoGrade::XX,847,Freq::F2,1075,978
秀,WaniKani::L23,JLPT::N1,JoyoGrade::XX,848,Freq::F2,626,863
著,WaniKani::L33,JLPT::N2,JoyoGrade::XX,849,Freq::F2,381,852
徴,WaniKani::L26,JLPT::N1,JoyoGrade::XX,850,Freq::F2,754,1135
誌,WaniKani::L33,JLPT::N2,JoyoGrade::XX,851,Freq::F2,614,1026
庫,WaniKani::L28,JLPT::N2,JoyoGrade::XX,852,Freq::F2,442,617
弾,WaniKani::L37,JLPT::N1,JoyoGrade::XX,853,Freq::F2,651,794
償,WaniKani::L37,JLPT::N1,JoyoGrade::XX,854,Freq::F2,1361,895
刊,WaniKani::L38,JLPT::N2,JoyoGrade::XX,855,Freq::F2,570,241
像,WaniKani::L09,JLPT::N2,JoyoGrade::XX,856,Freq::F2,546,879
功,WaniKani::L11,JLPT::N1,JoyoGrade::XX,857,Freq::F2,739,806
拠,WaniKani::L41,JLPT::N1,JoyoGrade::XX,858,Freq::F2,796,719
香,WaniKani::L37,JLPT::N2,JoyoGrade::XX,859,Freq::F2,575,699
欠,WaniKani::L07,JLPT::N3,JoyoGrade::XX,860,Freq::F2,1063,864
更,WaniKani::L22,JLPT::N3,JoyoGrade::XX,861,Freq::F2,388,336
秘,WaniKani::L32,JLPT::N1,JoyoGrade::XX,862,Freq::F2,892,1254
拒,WaniKani::L39,JLPT::N1,JoyoGrade::XX,863,Freq::F2,1346,1006
刑,WaniKani::L37,JLPT::N1,JoyoGrade::XX,864,Freq::F2,745,597
坂,WaniKani::L15,JLPT::N2,JoyoGrade::XX,865,Freq::F2,583,869
刻,WaniKani::L34,JLPT::N3,JoyoGrade::XX,866,Freq::F2,1031,934
底,WaniKani::L17,JLPT::N2,JoyoGrade::XX,867,Freq::F2,1144,1093
賛,WaniKani::L32,JLPT::N3,JoyoGrade::XX,868,Freq::F2,1226,831
塚,WaniKani::L51,JLPT::N1,JoyoGrade::XX,869,Freq::F2,737,946
致,WaniKani::L38,JLPT::N1,JoyoGrade::XX,870,Freq::F2,1179,630
抱,WaniKani::L37,JLPT::N3,JoyoGrade::XX,871,Freq::F2,1077,1190
繰,WaniKani::L38,JLPT::N1,JoyoGrade::XX,872,Freq::F2,1111,876
服,WaniKani::L09,JLPT::N4,JoyoGrade::XX,873,Freq::F2,792,850
犯,WaniKani::L20,JLPT::N3,JoyoGrade::XX,874,Freq::F2,930,513
尾,WaniKani::L20,JLPT::N1,JoyoGrade::XX,875,Freq::F2,541,770
描,WaniKani::L38,JLPT::N1,JoyoGrade::XX,876,Freq::F2,692,1356
布,WaniKani::L19,JLPT::N2,JoyoGrade::XX,877,Freq::F2,760,924
恐,WaniKani::L29,JLPT::N3,JoyoGrade::XX,878,Freq::F2,1074,848
寺,WaniKani::L15,JLPT::N2,JoyoGrade::XX,879,Freq::F2,335,824
鈴,WaniKani::L39,JLPT::N1,JoyoGrade::XX,880,Freq::F2,819,1064
盤,WaniKani::L38,JLPT::N1,JoyoGrade::XX,881,Freq::F2,686,1046
息,WaniKani::L12,JLPT::N3,JoyoGrade::XX,882,Freq::F2,779,932
宇,WaniKani::L19,JLPT::N2,JoyoGrade::XX,883,Freq::F2,555,586
項,WaniKani::L39,JLPT::N1,JoyoGrade::XX,884,Freq::F2,308,857
喪,WaniKani::L42,JLPT::N1,JoyoGrade::XX,885,Freq::F2,1753,1527
伴,WaniKani::L38,JLPT::N1,JoyoGrade::XX,886,Freq::F2,690,785
遠,WaniKani::L16,JLPT::N3,JoyoGrade::XX,887,Freq::F2,712,1038
養,WaniKani::L13,JLPT::N1,JoyoGrade::XX,888,Freq::F2,709,922
懸,WaniKani::L38,JLPT::N1,JoyoGrade::XX,889,Freq::F2,1556,1009
戻,WaniKani::L37,JLPT::N3,JoyoGrade::XX,890,Freq::F2,812,866
街,WaniKani::L29,JLPT::N1,JoyoGrade::XX,891,Freq::F2,630,976
巨,WaniKani::L28,JLPT::N2,JoyoGrade::XX,892,Freq::F2,893,599
震,WaniKani::L20,JLPT::N2,JoyoGrade::XX,893,Freq::F2,929,191
願,WaniKani::L14,JLPT::N3,JoyoGrade::XX,894,Freq::F2,1003,985
絵,WaniKani::L08,JLPT::N3,JoyoGrade::XX,895,Freq::F2,701,1289
希,WaniKani::L14,JLPT::N2,JoyoGrade::XX,896,Freq::F2,931,880
越,WaniKani::L30,JLPT::N3,JoyoGrade::XX,897,Freq::F2,625,526
契,WaniKani::L37,JLPT::N1,JoyoGrade::XX,898,Freq::F2,761,647
掲,WaniKani::L37,JLPT::N1,JoyoGrade::XX,899,Freq::F2,869,738
躍,WaniKani::L39,JLPT::N1,JoyoGrade::XX,900,Freq::F2,896,731
棄,WaniKani::L41,JLPT::N1,JoyoGrade::XX,901,Freq::F2,1289,750
欲,WaniKani::L32,JLPT::N3,JoyoGrade::XX,902,Freq::F2,1338,1311
痛,WaniKani::L27,JLPT::N3,JoyoGrade::XX,903,Freq::F2,1350,1184
触,WaniKani::L24,JLPT::N2,JoyoGrade::XX,904,Freq::F2,1069,846
邸,WaniKani::L51,JLPT::N1,JoyoGrade::XX,905,Freq::F2,1479,1223
依,WaniKani::L36,JLPT::N2,JoyoGrade::XX,906,Freq::F2,987,1112
籍,WaniKani::L43,JLPT::N2,JoyoGrade::XX,907,Freq::F2,584,713
汚,WaniKani::L32,JLPT::N2,JoyoGrade::XX,908,Freq::F2,1551,1168
縮,WaniKani::L34,JLPT::N1,JoyoGrade::XX,909,Freq::F2,1122,1081
還,WaniKani::L38,JLPT::N1,JoyoGrade::XX,910,Freq::F2,1102,856
枚,WaniKani::L18,JLPT::N2,JoyoGrade::XX,911,Freq::F2,791,1074
属,WaniKani::L25,JLPT::N1,JoyoGrade::XX,912,Freq::F2,265,514
笑,WaniKani::L16,JLPT::N3,JoyoGrade::XX,913,Freq::F2,954,1235
互,WaniKani::L35,JLPT::N3,JoyoGrade::XX,914,Freq::F2,1035,1156
複,WaniKani::L32,JLPT::N2,JoyoGrade::XX,915,Freq::F2,729,798
慮,WaniKani::L38,JLPT::N1,JoyoGrade::XX,916,Freq::F2,1407,1072
郵,WaniKani::L26,JLPT::N2,JoyoGrade::XX,917,Freq::F2,971,836
束,WaniKani::L14,JLPT::N3,JoyoGrade::XX,918,Freq::F2,1087,897
仲,WaniKani::L11,JLPT::N2,JoyoGrade::XX,919,Freq::F2,821,1057
栄,WaniKani::L25,JLPT::N2,JoyoGrade::XX,920,Freq::F2,847,1176
札,WaniKani::L07,JLPT::N2,JoyoGrade::XX,921,Freq::F2,905,618
枠,WaniKani::L39,JLPT::N1,JoyoGrade::XX,922,Freq::F2,1025,1020
似,WaniKani::L31,JLPT::N3,JoyoGrade::XX,923,Freq::F2,895,1274
夕,WaniKani::L02,JLPT::N4,JoyoGrade::XX,924,Freq::F2,1180,722
恵,WaniKani::L37,JLPT::N1,JoyoGrade::XX,925,Freq::F2,787,1033
板,WaniKani::L29,JLPT::N2,JoyoGrade::XX,926,Freq::F2,703,827
列,WaniKani::L15,JLPT::N3,JoyoGrade::XX,927,Freq::F2,427,433
露,WaniKani::L43,JLPT::N1,JoyoGrade::XX,928,Freq::F2,948,1202
沖,WaniKani::L36,JLPT::N1,JoyoGrade::XX,929,Freq::F2,873,418
探,WaniKani::L31,JLPT::N3,JoyoGrade::XX,930,Freq::F2,802,862
逃,WaniKani::L38,JLPT::N3,JoyoGrade::XX,931,Freq::F2,947,782
借,WaniKani::L18,JLPT::N4,JoyoGrade::XX,932,Freq::F2,1326,1171
緩,WaniKani::L38,JLPT::N1,JoyoGrade::XX,933,Freq::F2,1572,1336
節,WaniKani::L19,JLPT::N1,JoyoGrade::XX,934,Freq::F2,801,1085
需,WaniKani::L38,JLPT::N1,JoyoGrade::XX,935,Freq::F2,1630,1613
骨,WaniKani::L14,JLPT::N2,JoyoGrade::XX,936,Freq::F2,1005,996
射,WaniKani::L34,JLPT::N1,JoyoGrade::XX,937,Freq::F2,721,721
傾,WaniKani::L38,JLPT::N2,JoyoGrade::XX,938,Freq::F2,1234,1269
届,WaniKani::L24,JLPT::N2,JoyoGrade::XX,939,Freq::F2,1341,802
曜,WaniKani::L16,JLPT::N4,JoyoGrade::XX,940,Freq::F2,444,1002
遊,WaniKani::L30,JLPT::N3,JoyoGrade::XX,941,Freq::F2,837,1107
迷,WaniKani::L27,JLPT::N3,JoyoGrade::XX,942,Freq::F2,1332,939
夢,WaniKani::L20,JLPT::N3,JoyoGrade::XX,943,Freq::F2,863,1205
巻,WaniKani::L25,JLPT::N2,JoyoGrade::XX,944,Freq::F2,383,799
購,WaniKani::L30,JLPT::N1,JoyoGrade::XX,945,Freq::F2,1174,906
揮,WaniKani::L34,JLPT::N1,JoyoGrade::XX,946,Freq::F2,880,1053
君,WaniKani::L08,JLPT::N3,JoyoGrade::XX,947,Freq::F2,902,931
燃,WaniKani::L24,JLPT::N2,JoyoGrade::XX,948,Freq::F2,1079,930
充,WaniKani::L39,JLPT::N1,JoyoGrade::XX,949,Freq::F2,1188,1119
雨,WaniKani::L05,JLPT::N5,JoyoGrade::XX,950,Freq::F2,1061,397
閉,WaniKani::L14,JLPT::N3,JoyoGrade::XX,951,Freq::F2,857,733
緒,WaniKani::L38,JLPT::N3,JoyoGrade::XX,952,Freq::F2,1020,1212
跡,WaniKani::L37,JLPT::N2,JoyoGrade::XX,953,Freq::F2,664,881
包,WaniKani::L41,JLPT::N2,JoyoGrade::XX,954,Freq::F2,1173,1186
駐,WaniKani::L40,JLPT::N2,JoyoGrade::XX,955,Freq::F2,972,908
貢,WaniKani::L43,JLPT::N1,JoyoGrade::XX,956,Freq::F2,1220,1309
鹿,WaniKani::L36,JLPT::N1,JoyoGrade::XX,957,Freq::F2,826,525
弱,WaniKani::L07,JLPT::N2,JoyoGrade::XX,958,Freq::F2,1084,872
